_id,name,description,genus_id
66b55b1a9c3d4e5f6a7b8cbd,Monstera Adansonii Laniata,A subspecies of adansonii that is larger and glossier with deciduous petiole wings and fenestrations that are more evenly spaced near the midrib. https://stevesleaves.com/products/monstera-adansonii-ssp-laniata,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cbe,Monstera Subpinnata,This species features distinct pinnate leaves that look like palm fronds with segments completely separated to the midrib giving a fern-like appearance. https://stevesleaves.com/products/monstera-subpinnata,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cbf,Monstera Dubia,A shingling species that starts with small heart-shaped silver variegated leaves pressed flat against a tree before transforming into large fenestrated mature foliage. https://mountaincrestgardens.com/monstera-dubia-shingle-plant/,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc0,Monstera Siltepecana,Known as Silver Monstera this plant has lanceolate leaves with silver markings in its juvenile stage and develops fenestrations as it climbs and matures. https://spokaneplantfarm.com/products/monstera-slitepecana,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc1,Monstera Pinnatipartita,Juvenile leaves are bullate and textured while mature leaves become deeply split and pinnatifid resembling a rugged deliciosa. https://stevesleaves.com/products/monstera-pinnatipartita,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc2,Monstera Obliqua,Famous for being more hole than leaf the Peru form of this species is extremely fragile and features large fenestrations with very thin leaf tissue. https://www.thesill.com/products/monstera-obliqua,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc3,Monstera Acuminata,A shingling species similar to adansonii but with pointed acuminate leaves that grow flat against surfaces in the juvenile stage. https://www.rhs.org.uk/plants/156662/monstera-acuminata-shingle-plant/details,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc4,Monstera Spruceana,A pinnate species where juvenile leaves shingle flat against the host while mature leaves become large and deeply divided similar to subpinnata. https://stevesleaves.com/products/monstera-spruceana,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc5,Monstera Aureopinnata,A climbing species from Peru that features pinnate leaves and can exhibit striking golden variegation especially in bright light. https://ecuageneraus.com/products/monstera-aureopinnata,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc6,Monstera Tuberculata,A shingling species with leathery oval leaves that lack fenestrations and produces a unique pendulous inflorescence with tuberculate spadix. https://en.wikipedia.org/wiki/Monstera_tuberculata,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc7,Monstera Tenuis,This species shingles with an alternating leaf pattern and develops deep cuts in its thin mature leaves found natively in Costa Rica. https://stevesleaves.com/products/monstera-tenuis-5-5-pot,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc8,Monstera Vasquezii,Known as Crocodile Monstera this species has a textured leaf surface and is related to dubia but generally lacks perforations. https://www.gbif.org/species/2868230,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cc9,Monstera Filamentosa,An extremely rare shingler where mature fenestrations are so extensive that the leaf tissue forms thin thread-like filaments connecting the veins. https://aabexotics.com/products/monstera-filamentosa-extremely-rare,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cca,Monstera Membranacea,This species features incredibly thin membranous leaves with large fenestrations and resembles Amydrium medium due to convergent evolution. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:163941-2/general-information,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8ccb,Monstera Deliciosa Sierrana,A rare variety from Oaxaca with smaller leaves that are deeply dissected with narrow lobes and sinuses extending almost to the midrib. https://herebutnot.com/monstera-deliciosa-var-sierrana-burle-marx-flame-dilacerata-and-var-brazil/,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8ccc,Monstera Deliciosa Tauerii,A dwarf cultivar of deliciosa that stays compact and develops fenestrations at a much younger age than the standard species. https://www.ufseeds.com/product/tauerii-monstera---50-seeds/HPMD-50Seeds.html,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8ccd,Monstera White Tears,A rare mint variegation form of deliciosa where the leaves feature delicate irregular white and mint marbling resembling tears. https://palmstreet.app/product/xVdpPPtt3KCAkPaZ0xi0C/monstera-white-tears-full-mint,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cce,Monstera Punctulata,Named for the spotted petioles this species has soft bright green leaves with high fenestration levels and is often found in Central America. https://www.gbif.org/species/2868198,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8ccf,Monstera Barrieri,A shingling species from French Guiana that climbs upward with thick velvety juvenile leaves and jagged structured mature foliage. https://aabexotics.com/blogs/news/monstera-barrieri,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd0,Monstera Bocatorensis,Endemic to Panama this robust climber features large elongated leaves with striking deep incisions and is sought after by collectors. https://casa-botanica.com/en/products/monstera_bocatorensis,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd1,Monstera Frozen Freckles,A variegated cultivar of adansonii with a unique blister or mint pattern where leaves appear speckled with icy white and green. https://www.foliage-factory.com/monstera-adansonii-frozen-freckles,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd2,Monstera Mint Siam,A rare cultivar of deliciosa displaying marbled mint green and white variegation that is often more stable than pure white sectors. https://siamplantes.com/products/monstera-siam-mint,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd3,Monstera Medusa,A mutation of deliciosa featuring twisted contorted leaves with unique fenestrations and often marbled variegation. https://floristapearlstore.com/products/copy-monstera-thai-constellation-platinum,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd4,Monstera Vietciosa,A rumored hybrid or distinct form with thick leaves and stunning variegation that produces edible fruit with a mix of tropical flavors. https://theleafexchange.com/products/monstera-vietciosa-pot-code-96-pre-order-high-variegation-3-5-inch-pot-size,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd5,Monstera Lime Light,A cultivar selected for its bright lime green foliage and distinctive fenestrations which can intensify with bright light exposure. https://www.thebasements.com/products/monstera-lime-light,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd6,Monstera Adansonii Archipelago,A rare variegated form of adansonii known for ghost leaves that emerge white and slowly green up or maintain unstable white sectors. https://www.thebasements.com/products/us-seller-monstera-adansonii-archipelago,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd7,Monstera Lechleriana,A large climber similar to adansonii but with a tighter internode stack and large oval leaves that develop fewer fenestrations near the midrib. https://www.gabriellaplants.com/products/monstera-lechleriana-variegated,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd8,Monstera Xanthospatha,A high elevation Colombian species often confused with obliqua but distinguished by its yellow spathe and generally more robust habit. https://www.houseofkojo.com/products/monstera-obliqua-xanthospatha,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cd9,Monstera Gracilis,A slender root-climbing species from Colombia with delicate membranous pinnatifid leaves and a rare status in cultivation. https://casa-botanica.com/en/products/monstera_gracilis,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cda,Monstera Praetermissa,Meaning overlooked this Brazilian species belongs to the obliqua complex and produces leaves with large circular midrib fenestrations. https://www.monstera-app.com/en/plants/varieties/monstera-praetermissa-01JDSW8P7HZE476836RQF56Z44,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cdb,Monstera Molinae,A Costa Rican endemic that fenestrates with jagged unequal pinnate edges and often adopts a pendant hanging habit at maturity. https://www.monsterax.com/l/642688c8-dd3e-4ef0-a816-a216b3ce7625,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cdc,Monstera Tacanaensis,Native to Mexico and Guatemala this species resembles deliciosa but is smaller and found at higher elevations with specific floral traits. https://casa-botanica.com/en/products/monstera_tacanaensis,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cdd,Monstera Kessleri,A Bolivian species with large fenestrated leaves that is often confused with lechleriana but distinct in its geographic origin and floral morphology. https://en.wikipedia.org/wiki/Monstera_kessleri,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cde,Monstera Platinum,A premium mutation of Thai Constellation featuring silvery cream variegation that is often more subtle and metallic than the standard form. https://www.fordplants.de/product-page/monstera-platinum?lang=en,65cd7a8e9b72e6c8940d523e
66b55b1a9c3d4e5f6a7b8cdf,Monstera Ocean Mint,A variety of deliciosa that features a mottled pattern creating irregular curled leaf edges and white streaks resembling ocean waves. https://www.thebasements.com/products/us-seller-monstera-deliciosa-ocean-mint-supper-rare,65cd7a8e9b72e6c8940d523e
